id,company_id,disease,medicine,age,breed,pet_code,gender,pet_name,species,symptoms,treatment_date
1425,43,Parvovirus,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2022-08-03
1426,1,Distemper,Anti-inflammatory,2,Bbb,HS2076,FEMALE,tina,Dog ,Loss of Appetite,2022-10-16
1427,1,Rabies,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Vomiting,2020-04-21
1428,1,Wet Tail,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2024-02-14
1429,1,Wet Tail,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Diarrhea,2024-04-14
1430,43,Wet Tail,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Itching,2020-12-15
1431,38,Rabies,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2022-11-27
1432,43,Feline Leukemia,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Coughing,2022-07-05
1433,43,Parvovirus,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Vomiting,2021-11-22
1434,43,Distemper,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Lethargy,2020-10-04
1435,43,Rabies,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2022-06-05
1436,43,Wet Tail,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2024-06-05
1437,1,Wet Tail,Antibiotics,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2023-10-28
1438,1,Myxomatosis,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Vomiting,2022-05-16
1439,1,Wet Tail,Anti-inflammatory,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2021-08-01
1440,1,Rabies,Pain Relievers,2,Persian Cross,HS2018,MALE,baby,Dog ,Diarrhea,2024-02-26
1441,1,Parvovirus,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Loss of Appetite,2020-08-20
1442,43,Rabies,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2021-05-13
1443,1,Wet Tail,Deworming Medication,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2020-12-09
1444,1,Wet Tail,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Lethargy,2022-11-14
1445,1,Wet Tail,Pain Relievers,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Diarrhea,2021-08-06
1446,1,Parvovirus,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Lethargy,2022-03-12
1447,43,Myxomatosis,Antibiotics,1,Breed5,CT202011,FEMALE,baby,CAT,Sneezing,2023-01-12
1448,1,Parvovirus,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Lethargy,2020-12-18
1449,43,Myxomatosis,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Itching,2023-02-24
1450,43,Wet Tail,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Itching,2021-09-12
1451,1,Rabies,Pain Relievers,2,Bbb,HS2076,FEMALE,tina,Dog ,Itching,2022-05-22
1452,43,Feline Leukemia,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2023-08-17
1453,43,Myxomatosis,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Sneezing,2024-02-09
1454,43,Myxomatosis,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Itching,2024-03-03
1455,38,Wet Tail,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Sneezing,2024-07-06
1456,43,Rabies,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2024-02-13
1457,43,Parvovirus,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Limping,2022-03-19
1458,1,Rabies,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Lethargy,2020-04-17
1459,1,Wet Tail,Pain Relievers,1,Bbb,HS2005,FEMALE,summer,Dog ,Lethargy,2021-03-11
1460,38,Myxomatosis,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Loss of Appetite,2021-12-31
1461,43,Rabies,Pain Relievers,1,Breed2,CT202016,MALE,chooti,CAT,Limping,2022-05-14
1462,43,Feline Leukemia,Antibiotics,6,Breed2,CT202003,FEMALE,tedi,CAT,Limping,2023-04-13
1463,43,Feline Leukemia,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Limping,2023-08-08
1464,43,Rabies,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Coughing,2021-06-14
1465,1,Myxomatosis,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2024-06-25
1466,43,Myxomatosis,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Vomiting,2020-11-04
1467,38,Myxomatosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Itching,2022-10-11
1468,1,Rabies,Deworming Medication,3,Persian Cross,HS2028,MALE,viki,Dog ,Itching,2021-03-01
1469,38,Distemper,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2024-03-19
1470,43,Feline Leukemia,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Lethargy,2024-07-12
1471,43,Feline Leukemia,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2024-01-24
1472,43,Wet Tail,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Diarrhea,2024-07-10
1473,43,Rabies,Deworming Medication,33,Breed3,CT202025,MALE,Seeba,DOG,Vomiting,2023-01-25
1474,38,Rabies,Vitamins,4,Bulldog,PT2008,MALE,viki,Dog,Itching,2020-02-01
1475,1,Feline Leukemia,Pain Relievers,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2021-08-06
1476,43,Parvovirus,Anti-inflammatory,1,Breed2,CT202007,MALE,Chuti kity,CAT,Vomiting,2021-02-14
1477,43,Psittacosis,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2020-08-31
1478,1,Myxomatosis,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Limping,2023-03-03
1479,38,Parvovirus,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Itching,2023-12-12
1480,43,Rabies,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Vomiting,2020-01-11
1481,43,Rabies,Antibiotics,1,Breed5,CT202011,FEMALE,baby,CAT,Vomiting,2022-06-22
1482,43,Psittacosis,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Sneezing,2024-04-14
1483,1,Psittacosis,Vitamins,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2023-07-31
1484,1,Feline Leukemia,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Diarrhea,2021-03-02
1485,43,Rabies,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Itching,2021-07-27
1486,43,Psittacosis,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Itching,2023-10-23
1487,43,Rabies,Anti-inflammatory,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2021-05-25
1488,43,Parvovirus,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Loss of Appetite,2022-09-30
1489,1,Myxomatosis,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2024-05-20
1490,1,Rabies,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2022-09-25
1491,43,Feline Leukemia,Deworming Medication,1,Breed2,CT202016,MALE,chooti,CAT,Vomiting,2022-01-10
1492,1,Wet Tail,Vitamins,2,Persian Cross,HS2018,MALE,baby,Dog ,Itching,2020-08-20
1493,1,Parvovirus,Pain Relievers,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Loss of Appetite,2021-02-07
1494,1,Feline Leukemia,Vitamins,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2020-10-25
1495,1,Psittacosis,Deworming Medication,1,Bbb,HS2005,FEMALE,summer,Dog ,Lethargy,2020-08-06
1496,38,Myxomatosis,Deworming Medication,5,American,PT2009,MALE,tomy,Rabbit,Vomiting,2021-04-22
1497,43,Myxomatosis,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Vomiting,2021-01-02
1498,43,Myxomatosis,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2021-06-13
1499,1,Myxomatosis,Antibiotics,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2021-02-18
1500,43,Parvovirus,Vitamins,2,Breed3,CT202015,MALE,roki,DOG,Lethargy,2022-03-10
1501,1,Wet Tail,Anti-inflammatory,3,Persian Cross,HS2028,MALE,viki,Dog ,Vomiting,2021-07-17
1502,43,Distemper,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Vomiting,2021-09-03
1503,1,Psittacosis,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Limping,2022-08-03
1504,1,Rabies,Antibiotics,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Vomiting,2021-10-29
1505,1,Parvovirus,Anti-inflammatory,1,Bbb,HS2005,FEMALE,summer,Dog ,Limping,2024-04-22
1506,43,Feline Leukemia,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Diarrhea,2024-04-18
1507,1,Feline Leukemia,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Loss of Appetite,2022-02-11
1508,43,Distemper,Anti-inflammatory,2,Breed3,CT202015,MALE,roki,DOG,Coughing,2024-05-03
1509,1,Wet Tail,Anti-inflammatory,2,Persian Cross,HS2018,MALE,baby,Dog ,Lethargy,2023-04-11
1510,1,Parvovirus,Vitamins,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2024-01-01
1511,38,Wet Tail,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2021-02-21
1512,43,Parvovirus,Deworming Medication,33,Breed3,CT202025,MALE,Seeba,DOG,Itching,2020-09-02
1513,1,Rabies,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Vomiting,2020-06-02
1514,38,Parvovirus,Pain Relievers,4,Bulldog,PT2008,MALE,viki,Dog,Diarrhea,2021-12-28
1515,1,Wet Tail,Vitamins,2,Bbb,HS2076,FEMALE,tina,Dog ,Limping,2020-06-17
1516,43,Psittacosis,Pain Relievers,33,Breed3,CT202025,MALE,Seeba,DOG,Limping,2023-05-27
1517,1,Psittacosis,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Coughing,2022-05-02
1518,43,Parvovirus,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Sneezing,2022-10-03
1519,1,Distemper,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Itching,2021-02-28
1520,43,Psittacosis,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2023-09-14
1521,43,Myxomatosis,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Loss of Appetite,2023-10-31
1522,1,Rabies,Antibiotics,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2022-03-01
1523,43,Wet Tail,Anti-inflammatory,1,Breed2,CT202007,MALE,Chuti kity,CAT,Lethargy,2020-09-06
1524,43,Myxomatosis,Deworming Medication,6,Breed2,CT202003,FEMALE,tedi,CAT,Diarrhea,2020-05-29
1525,38,Rabies,Pain Relievers,1,Beagle,PT2003,FEMALE,Leo,Dog,Loss of Appetite,2021-02-28
1526,1,Myxomatosis,Vitamins,2,Bbb,HS2076,FEMALE,tina,Dog ,Loss of Appetite,2023-12-09
1527,43,Wet Tail,Vitamins,30,Breed3,CT202026,FEMALE,Roki,DOG,Diarrhea,2021-10-28
1528,1,Feline Leukemia,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Coughing,2021-06-09
1529,43,Feline Leukemia,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2021-12-19
1530,43,Psittacosis,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Sneezing,2022-12-09
1531,43,Distemper,Deworming Medication,33,Breed3,CT202025,MALE,Seeba,DOG,Diarrhea,2022-05-03
1532,1,Feline Leukemia,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2023-07-06
1533,43,Psittacosis,Antibiotics,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2022-09-11
1534,43,Parvovirus,Vitamins,1,Breed5,CT202011,FEMALE,baby,CAT,Vomiting,2020-12-04
1535,38,Myxomatosis,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Loss of Appetite,2020-05-16
1536,1,Myxomatosis,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2023-01-21
1537,1,Wet Tail,Antibiotics,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2023-10-31
1538,43,Parvovirus,Antibiotics,2,Breed3,CT202015,MALE,roki,DOG,Diarrhea,2022-09-20
1539,38,Distemper,Vitamins,16,Bulldog,PT2002,MALE,Luna,Dog,Coughing,2020-10-07
1540,43,Distemper,Anti-inflammatory,2,Breed3,CT202015,MALE,roki,DOG,Diarrhea,2022-05-20
1541,43,Rabies,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Itching,2023-07-02
1542,43,Psittacosis,Antibiotics,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2022-06-29
1543,38,Rabies,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Diarrhea,2021-04-07
1544,43,Feline Leukemia,Antibiotics,6,Breed2,CT202003,FEMALE,tedi,CAT,Vomiting,2023-06-15
1545,1,Feline Leukemia,Vitamins,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2024-04-18
1546,43,Wet Tail,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Coughing,2022-11-21
1547,1,Parvovirus,Deworming Medication,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Coughing,2021-12-21
1548,1,Wet Tail,Antibiotics,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Lethargy,2023-06-29
1549,43,Parvovirus,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Diarrhea,2022-09-05
1550,1,Psittacosis,Vitamins,1,Bbb,HS2005,FEMALE,summer,Dog ,Sneezing,2020-01-17
1551,43,Parvovirus,Anti-inflammatory,33,Breed3,CT202025,MALE,Seeba,DOG,Sneezing,2023-10-05
1552,1,Psittacosis,Pain Relievers,3,Persian Cross,HS2028,MALE,viki,Dog ,Diarrhea,2021-04-07
1553,43,Psittacosis,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Coughing,2020-06-01
1554,1,Psittacosis,Pain Relievers,3,Persian Cross,HS2028,MALE,viki,Dog ,Lethargy,2020-11-16
1555,1,Wet Tail,Pain Relievers,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2023-10-24
1556,1,Parvovirus,Antibiotics,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2021-04-18
1557,1,Distemper,Anti-inflammatory,0,Bbb,HS2032,MALE,winter,Dog ,Coughing,2020-02-22
1558,1,Feline Leukemia,Pain Relievers,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2022-04-16
1559,43,Feline Leukemia,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Limping,2024-05-30
1560,43,Myxomatosis,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Coughing,2021-05-21
1561,43,Myxomatosis,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2021-03-16
1562,43,Wet Tail,Pain Relievers,1,breed 1,CT202005,MALE,tobi,DOG,Coughing,2024-01-10
1563,1,Feline Leukemia,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Lethargy,2020-02-18
1564,43,Feline Leukemia,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Coughing,2021-08-16
1565,43,Psittacosis,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Sneezing,2021-01-10
1566,1,Rabies,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2021-07-19
1567,1,Wet Tail,Deworming Medication,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Coughing,2023-10-07
1568,43,Wet Tail,Deworming Medication,1,Breed2,CT202016,MALE,chooti,CAT,Limping,2021-11-05
1569,1,Rabies,Deworming Medication,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Sneezing,2021-12-11
1570,1,Parvovirus,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Loss of Appetite,2020-06-03
1571,43,Rabies,Antibiotics,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2020-12-25
1572,1,Rabies,Pain Relievers,7,bbb,HS2077,FEMALE,tiki,Cat,Vomiting,2021-12-24
1573,43,Wet Tail,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2024-03-28
1574,43,Myxomatosis,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Sneezing,2023-09-10
1575,1,Psittacosis,Anti-inflammatory,3,Persian Cross,HS2028,MALE,viki,Dog ,Diarrhea,2021-11-23
1576,43,Wet Tail,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Sneezing,2021-01-23
1577,1,Feline Leukemia,Deworming Medication,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Vomiting,2022-11-23
1578,1,Distemper,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2020-10-10
1579,1,Parvovirus,Pain Relievers,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Loss of Appetite,2021-08-26
1580,1,Psittacosis,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Loss of Appetite,2022-04-05
1581,43,Parvovirus,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2021-10-28
1582,1,Parvovirus,Deworming Medication,3,Persian Cross,HS2028,MALE,viki,Dog ,Coughing,2022-01-19
1583,43,Rabies,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Coughing,2021-09-15
1584,1,Wet Tail,Deworming Medication,0,Bbb,HS2032,MALE,winter,Dog ,Loss of Appetite,2023-01-18
1585,1,Feline Leukemia,Pain Relievers,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2022-09-12
1586,43,Distemper,Antibiotics,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2022-12-01
1587,1,Feline Leukemia,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Diarrhea,2022-10-24
1588,43,Rabies,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Limping,2021-09-10
1589,43,Wet Tail,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Loss of Appetite,2020-03-02
1590,43,Myxomatosis,Deworming Medication,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Vomiting,2022-06-20
1591,43,Psittacosis,Vitamins,4,Breed1,CT202020,MALE,hiro,Wolf,Sneezing,2024-01-19
1592,1,Rabies,Deworming Medication,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2024-05-03
1593,43,Distemper,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Coughing,2022-05-27
1594,1,Myxomatosis,Pain Relievers,7,bbb,HS2077,FEMALE,tiki,Cat,Sneezing,2020-01-02
1595,38,Rabies,Vitamins,16,Bulldog,PT2002,MALE,Luna,Dog,Diarrhea,2020-07-15
1596,1,Distemper,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2022-01-08
1597,1,Parvovirus,Pain Relievers,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Itching,2020-03-24
1598,1,Psittacosis,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Limping,2023-05-11
1599,1,Parvovirus,Anti-inflammatory,7,bbb,HS2077,FEMALE,tiki,Cat,Itching,2023-01-13
1600,43,Myxomatosis,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2021-12-01
1601,38,Rabies,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Limping,2020-10-15
1602,1,Parvovirus,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Vomiting,2020-07-18
1603,43,Parvovirus,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Limping,2022-06-20
1604,1,Distemper,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Loss of Appetite,2024-04-17
1605,38,Psittacosis,Deworming Medication,16,Bulldog,PT2002,MALE,Luna,Dog,Coughing,2020-10-13
1606,1,Myxomatosis,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Sneezing,2020-11-01
1607,1,Parvovirus,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Vomiting,2020-02-25
1608,43,Parvovirus,Vitamins,4,Breed1,CT202020,MALE,hiro,Wolf,Lethargy,2023-01-07
1609,43,Rabies,Pain Relievers,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2022-05-07
1610,43,Myxomatosis,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Diarrhea,2023-01-24
1611,38,Psittacosis,Pain Relievers,1,Beagle,PT2003,FEMALE,Leo,Dog,Vomiting,2021-12-26
1612,43,Psittacosis,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2020-01-22
1613,1,Feline Leukemia,Pain Relievers,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Vomiting,2022-02-08
1614,43,Rabies,Antibiotics,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2020-04-04
1615,43,Wet Tail,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Sneezing,2024-05-26
1616,1,Myxomatosis,Pain Relievers,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Coughing,2020-09-24
1617,38,Myxomatosis,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Loss of Appetite,2022-09-12
1618,43,Wet Tail,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Loss of Appetite,2023-11-18
1619,43,Feline Leukemia,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Lethargy,2022-09-30
1620,1,Feline Leukemia,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2022-08-17
1621,43,Feline Leukemia,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Lethargy,2020-03-16
1622,43,Parvovirus,Deworming Medication,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Vomiting,2023-10-04
1623,38,Feline Leukemia,Vitamins,4,Bulldog,PT2008,MALE,viki,Dog,Lethargy,2022-09-26
1624,43,Myxomatosis,Deworming Medication,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2022-09-11
1625,1,Parvovirus,Deworming Medication,1,Bbb,HS2005,FEMALE,summer,Dog ,Sneezing,2023-04-28
1626,43,Feline Leukemia,Vitamins,6,Breed2,CT202003,FEMALE,tedi,CAT,Coughing,2023-08-13
1627,1,Myxomatosis,Vitamins,3,Persian Cross,HS2028,MALE,viki,Dog ,Itching,2021-04-03
1628,43,Myxomatosis,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Diarrhea,2023-10-03
1629,43,Parvovirus,Antibiotics,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2022-06-26
1630,38,Feline Leukemia,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Sneezing,2024-02-04
1631,43,Feline Leukemia,Vitamins,33,Breed3,CT202025,MALE,Seeba,DOG,Limping,2021-11-22
1632,43,Myxomatosis,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2023-12-07
1633,1,Myxomatosis,Pain Relievers,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Coughing,2023-01-15
1634,1,Psittacosis,Anti-inflammatory,17,Persian Cross,HS2015,MALE,bady,Dog ,Limping,2022-05-20
1635,1,Myxomatosis,Vitamins,0,Bbb,HS2032,MALE,winter,Dog ,Limping,2022-07-13
1636,43,Feline Leukemia,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2021-04-10
1637,38,Wet Tail,Pain Relievers,4,Bulldog,PT2008,MALE,viki,Dog,Sneezing,2020-10-22
1638,1,Myxomatosis,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Itching,2020-12-03
1639,43,Psittacosis,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2020-01-01
1640,1,Distemper,Anti-inflammatory,0,Bbb,HS2032,MALE,winter,Dog ,Coughing,2021-11-18
1641,43,Myxomatosis,Vitamins,30,Breed3,CT202026,FEMALE,Roki,DOG,Itching,2021-05-02
1642,1,Parvovirus,Anti-inflammatory,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Vomiting,2021-10-10
1643,1,Psittacosis,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Diarrhea,2022-07-20
1644,43,Distemper,Anti-inflammatory,1,Breed5,CT202014,MALE,saman,CAT,Sneezing,2023-05-17
1645,43,Myxomatosis,Vitamins,1,Breed5,CT202011,FEMALE,baby,CAT,Loss of Appetite,2020-10-09
1646,43,Wet Tail,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Coughing,2023-04-09
1647,43,Distemper,Anti-inflammatory,1,Breed5,CT202014,MALE,saman,CAT,Diarrhea,2021-05-24
1648,43,Distemper,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Sneezing,2023-07-11
1649,1,Psittacosis,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Limping,2023-01-24
1650,1,Feline Leukemia,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2021-12-08
1651,43,Myxomatosis,Anti-inflammatory,33,Breed3,CT202025,MALE,Seeba,DOG,Vomiting,2024-05-14
1652,1,Feline Leukemia,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Sneezing,2023-07-26
1653,1,Wet Tail,Vitamins,2,Bbb,HS2076,FEMALE,tina,Dog ,Coughing,2021-10-08
1654,43,Wet Tail,Anti-inflammatory,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Limping,2020-06-24
1655,43,Rabies,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Sneezing,2024-02-12
1656,1,Wet Tail,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Loss of Appetite,2023-02-14
1657,38,Rabies,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2022-05-28
1658,43,Psittacosis,Deworming Medication,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2021-09-05
1659,1,Wet Tail,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Sneezing,2020-01-13
1660,43,Parvovirus,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Lethargy,2021-04-28
1661,43,Psittacosis,Vitamins,4,Breed1,CT202020,MALE,hiro,Wolf,Limping,2020-09-10
1662,43,Myxomatosis,Vitamins,2,Breed3,CT202015,MALE,roki,DOG,Loss of Appetite,2022-04-15
1663,1,Distemper,Pain Relievers,1,Bbb,HS2005,FEMALE,summer,Dog ,Loss of Appetite,2023-02-20
